ID,PART.1,PART.2,TIMESTAMP,LEGO,ANIMALS,WHICH_LEGO,LANGUAGE,NOTES,KNOWN,TALK_ORDER,LEGO_ORDER,GHOST_ORDER,GAZE_ORDER,ANIMALS_ORDER,ANIMAL_PART.1,ANIMAL_PART.2,FATIGUE_BEFORE_PART.1,FATIGUE_BEFORE_PART.2,FATIGUE_AFTER_PART.1,FATIGUE_AFTER_PART.2,PEQPN_GOOD_BEFORE_PART.1,PEQPN_GOOD_BEFORE_PART.2,PEQPN_BAD_BEFORE_PART.1,PEQPN_BAD_BEFORE_PART.2,PEQPN_HAPPY_BEFORE_PART.1,PEQPN_HAPPY_BEFORE_PART.2,PEQPN_SAD_BEFORE_PART.1,PEQPN_SAD_BEFORE_PART.2,PEQPN_FRIENDLY_BEFORE_PART.1,PEQPN_FRIENDLY_BEFORE_PART.2,PEQPN_UNFRIENDLY_BEFORE_PART.1,PEQPN_UNFRIENDLY_BEFORE_PART.2,PEQPN_TENSE_BEFORE_PART.1,PEQPN_TENSE_BEFORE_PART.2,PEQPN_RELAXED_BEFORE_PART.1,PEQPN_RELAXED_BEFORE_PART.2,PEQPN_GOOD_AFTER_PART.1,PEQPN_GOOD_AFTER_PART.2,PEQPN_BAD_AFTER_PART.1,PEQPN_BAD_AFTER_PART.2,PEQPN_HAPPY_AFTER_PART.1,PEQPN_HAPPY_AFTER_PART.2,PEQPN_SAD_AFTER_PART.1,PEQPN_SAD_AFTER_PART.2,PEQPN_FRIENDLY_AFTER_PART.1,PEQPN_FRIENDLY_AFTER_PART.2,PEQPN_UNFRIENDLY_AFTER_PART.1,PEQPN_UNFRIENDLY_AFTER_PART.2,PEQPN_TENSE_AFTER_PART.1,PEQPN_TENSE_AFTER_PART.2,PEQPN_RELAXED_AFTER_PART.1,PEQPN_RELAXED_AFTER_PART.2
102173,173,102,2019-07-20 13:26:00,3,2,Lighthouse + Boat,Spanish,,False,1,4,2,5,3,Seal,Koala,3,6,4,6,4,4,2,1,4,4,2,1,4,4,2,1,3,1,4,4,4,4,2,1,4,4,2,1,4,4,2,1,3,1,3,4
106173,106,173,2019-07-20 17:53:00,2,3,THTJB + Valentine's Rose,Spanish,,False,1,4,3,5,2,Hedgehog,Swan,1,3,1,4,3,4,4,2,3,5,2,1,3,4,4,2,4,2,3,1,3,4,2,2,3,4,2,2,4,4,2,2,3,3,3,3
173179,179,173,2019-07-20 18:58:00,2,1,Locomotive,Spanish,,True,1,3,2,5,4,Elephant,Dolphin,1,4,1,4,5,4,2,2,5,4,1,2,5,4,1,2,1,2,5,4,5,4,1,2,5,4,1,2,5,5,1,1,1,2,5,4
144169,144,169,2019-07-22 18:38:00,3,3,Mansion,Spanish,,False,1,4,2,5,3,Hippopotamus,Peacock,4,1,3,1,3,4,2,1,3,4,1,1,4,3,2,1,4,3,2,2,4,4,2,1,4,4,1,1,4,4,1,1,1,1,4,4
156169,169,156,2019-07-22 19:45:00,3,1,Lighthouse + Boat,Catalan,,True,1,3,2,5,4,Crocodile,Giraffe,1,3,1,4,4,4,1,2,4,4,1,2,4,5,1,1,2,2,4,4,4,4,1,2,4,4,1,2,4,5,1,1,1,2,4,4
169171,171,169,2019-07-22 20:39:00,1,1,Sheep + Yellow Flower,Spanish,,False,1,3,2,5,4,Zebra,Tiger,4,1,4,1,4,4,2,1,4,4,2,1,4,3,1,1,2,2,4,4,4,4,2,1,4,4,1,1,4,4,1,1,1,1,4,4
144171,171,144,2019-07-23 14:21:00,2,1,Free Cow,Spanish,,False,1,4,2,5,3,Rabbit,Penguin,6,4,6,4,4,4,2,1,4,4,2,2,4,4,1,2,4,3,2,4,4,4,1,1,4,4,1,2,4,4,1,1,3,2,2,4
184185,185,184,2019-07-23 18:16:00,2,1,Locomotive,Catalan,,True,1,4,2,5,3,Camel,Bear,6,6,6,6,4,3,2,2,3,3,3,2,4,3,2,2,2,3,4,4,4,4,2,2,3,4,3,2,4,4,2,2,3,2,3,4
127184,184,127,2019-07-23 19:14:00,3,2,Mansion,Catalan,,False,1,3,2,5,4,Goat,Chameleon,6,4,6,5,4,5,2,1,4,5,2,1,4,5,2,1,2,1,4,2,4,5,2,1,4,5,2,1,4,5,2,1,2,2,4,4
172185,172,185,2019-07-23 20:41:00,2,2,Pencil & Sharpenner + THTJB,Spanish,,False,1,2,3,5,4,Deer,Fox,8,6,7,6,3,4,3,2,3,3,3,3,3,4,4,2,4,3,2,3,4,4,3,2,3,3,2,3,3,4,2,2,3,3,4,3
100116,100,116,2019-07-24 19:01:00,3,2,Mansion,Spanish,,True,1,4,2,5,3,Leopard,Owl,5,3,6,7,5,4,2,2,5,4,1,2,5,4,1,2,2,2,4,4,5,5,1,1,4,4,1,2,5,4,1,2,2,2,3,4
051100,100,51,2019-07-24 20:02:00,3,2,Valentine's Rose,Catalan,,False,1,2,3,5,4,Squirell,Panda,6,7,5,6,4,4,2,2,4,4,2,2,5,4,1,2,2,2,4,4,4,4,2,2,4,4,2,2,4,4,2,2,2,2,3,4
030079,79,30,2019-07-25 11:19:00,2,1,Locomotive,Spanish,,False,1,4,3,5,2,Kangaroo,Lion,4,4,2,3,5,3,1,1,4,3,1,2,4,4,1,2,1,3,4,4,4,4,1,2,4,4,1,1,4,4,1,1,1,2,4,4
140170,140,170,2019-07-29 12:37:00,1,1,THTJB,Spanish,,False,1,2,4,5,3,Tiger,Zebra,3,5,5,5,4,5,2,1,4,1,2,5,3,1,3,5,2,5,4,5,4,5,2,1,4,1,2,5,4,1,2,1,2,5,4,5
188189,188,189,2019-07-29 17:38:00,1,3,Valentine's Rose,Spanish,,False,1,4,3,5,2,Swallow,Albatross,5,7,5,7,4,4,2,1,3,4,3,2,3,4,3,2,2,4,4,2,3,4,2,2,3,4,3,2,3,4,3,2,3,4,4,2
139189,189,139,2019-07-29 18:47:00,2,2,Locomotive,Spanish,,False,1,4,2,5,3,Owl,Deer,8,3,7,3,4,4,2,2,4,3,2,2,4,4,2,2,4,2,2,4,4,5,2,1,4,4,2,2,4,5,4,1,4,1,2,4
101116,116,101,2019-07-29 19:32:00,1,2,Pencil & Sharpenner + Yellow Flower,Spanish,,False,1,3,4,5,2,Goat,Seal,4,6,4,6,3,4,3,2,3,4,3,1,3,5,3,1,2,4,4,2,4,5,2,1,3,5,3,1,4,5,2,1,4,1,4,5
101139,101,139,2019-07-29 20:35:00,3,1,Lighthouse + Boat,Spanish,,False,1,3,2,5,4,Penguin,Bear,6,4,7,5,5,4,1,2,5,4,1,2,5,5,1,2,2,2,4,4,4,4,2,2,3,3,1,1,4,4,2,2,3,1,3,4
079123,123,79,2019-07-30 10:47:00,2,1,Minicar,Catalan,,False,1,2,4,5,3,Turtle,Dolphin,2,3,2,3,5,4,1,2,4,4,1,2,4,4,2,2,1,2,4,4,4,4,1,2,4,4,1,2,4,4,1,2,2,2,4,4
123188,123,188,2019-07-30 12:44:00,1,3,Mill,Spanish,,False,1,4,3,5,2,Flamingo,Hedgehog,3,2,3,1,4,4,1,2,4,4,1,2,4,4,2,2,1,2,4,4,4,5,1,1,4,4,1,2,4,4,1,1,2,1,4,4
023102,23,102,2019-07-30 19:48:00,2,2,Locomotive,Spanish,,False,1,4,2,5,3,Squirell,Leopard,7,8,8,8,4,5,1,1,4,4,2,1,4,4,2,1,3,1,3,4,4,5,1,1,4,4,1,1,4,4,1,1,2,1,3,5
023191,191,23,2019-07-30 20:47:00,1,1,Pencil & Sharpenner + Sheep,Spanish,,False,1,3,4,5,2,Crocodile,Kangaroo,1,8,1,8,5,4,1,2,5,4,1,2,4,4,2,2,1,2,5,4,5,4,1,2,5,4,1,2,5,4,1,2,1,2,5,4
191192,192,191,2019-07-31 08:38:00,1,3,Valentine's Rose,Spanish,,True,1,2,3,5,4,Hippopotamus,Pelican,2,2,2,1,4,5,2,1,4,5,2,1,5,5,1,1,1,1,4,5,4,5,2,1,5,5,1,1,5,5,2,1,1,5,4,1
164165,164,165,2019-07-31 16:50:00,1,1,THTJB,Spanish,,True,1,4,3,5,2,Lion,Rabbit,5,6,5,4,2,4,4,2,2,4,4,2,3,3,2,2,4,3,3,2,4,4,2,2,4,4,2,2,4,4,2,2,3,2,3,4
151164,151,164,2019-07-31 17:48:00,3,3,Lighthouse + Boat,Spanish,,True,1,3,2,5,4,Toucan,Crow,6,4,7,5,4,4,1,2,3,3,2,3,4,3,3,2,1,4,3,2,3,4,2,2,3,4,1,2,4,4,2,2,1,2,4,3
151165,165,151,2019-07-31 18:38:00,2,1,Free Cow,Spanish,,True,1,3,4,5,2,Elephant,Donkey,5,7,4,8,4,4,2,1,3,2,2,1,3,2,2,1,2,1,4,4,4,4,2,1,4,2,2,4,4,3,2,2,2,1,4,3
